"R0000100","R0173600","R0214700","R0214800","R0263710","R0446810","R0702510","R0709400","R0709500","R0712100","R0712200","R0712300","R0712400","R0712500","R0833200","R0833400","R0840100","R0841010","R0854110","R0896711"
7283,13,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7284,13,2,2,-4,335,360,0,1,0,-4,-4,-4,-4,3,81,1,360,-4,1
7285,13,2,2,186,-4,335,0,1,0,-4,-4,-4,-4,1,82,1,335,-4,0
7286,13,2,2,-4,335,335,0,1,1,1,335,1,10,3,81,1,335,-4,0
7287,12,3,2,421,469,575,0,1,0,-4,-4,-4,-4,2,81,1,575,-4,1
7288,12,3,2,332,-4,192,0,0,-4,-4,-4,-4,-4,2,81,1,192,-4,1
7289,9,3,1,-4,284,375,1,1,1,2,440,1,10,9,81,1,375,183,0
7290,9,3,1,-4,292,348,0,0,-4,-4,-4,-4,-4,2,81,1,348,-4,1
7291,12,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7292,11,1,1,-4,769,875,0,0,-4,-4,-4,-4,-4,3,81,1,875,-4,1
7293,13,2,2,355,-4,461,0,1,0,-4,-4,-4,-4,3,81,1,461,-4,1
7294,10,2,1,310,-4,380,0,1,0,-4,-4,-4,-4,2,81,1,380,-4,1
7295,13,2,2,-4,353,400,0,1,0,-4,-4,-4,-4,3,81,1,400,-4,1
7296,13,2,2,285,335,335,0,0,-4,-4,-4,-4,-4,2,82,1,335,375,1
7297,10,2,1,310,-4,360,0,1,0,-4,-4,-4,-4,5,81,1,360,350,1
7298,10,2,1,2500,480,531,0,1,1,1,330,1,1,2,81,1,531,-4,1
7299,10,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7300,13,2,2,-4,-4,80,1,1,0,-4,-4,-4,-4,2,82,1,80,316,1
7301,10,2,1,-4,-4,335,0,1,0,-4,-4,-4,-4,6,81,1,335,-4,0
7302,13,2,2,380,-4,433,0,1,0,-4,-4,-4,-4,9,81,1,433,-4,1
7303,13,2,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7304,13,2,2,335,390,425,0,1,0,-4,-4,-4,-4,3,81,1,425,-4,1
7305,14,1,2,465,523,480,0,1,0,-4,-4,-4,-4,3,81,1,480,-4,1
7306,9,3,1,-4,697,817,0,1,1,2,400,1,1,8,81,1,817,850,1
7307,9,3,1,769,480,980,1,1,1,1,-4,-2,9,4,81,1,980,-4,1
7308,12,3,2,-4,-4,350,0,0,-4,-4,-4,-4,-4,3,82,1,350,-4,0
7309,9,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7310,12,3,2,330,-5,335,0,1,0,-4,-4,-4,-4,2,82,1,335,-4,1
7311,9,3,1,350,-4,600,0,1,0,-4,-4,-4,-4,3,82,1,600,-4,1
7312,12,3,2,342,400,350,0,1,0,-4,-4,-4,-4,2,82,1,350,350,1
7313,11,1,1,375,354,355,0,1,0,-4,-4,-4,-4,3,81,1,355,-4,1
7314,13,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7315,11,1,1,1571,-4,1165,0,1,0,-4,-4,-4,-4,9,81,1,1165,-4,0
7316,14,1,2,-4,392,450,0,1,0,-4,-4,-4,-4,2,81,1,450,-4,1
7317,13,2,2,347,300,483,0,1,0,-4,-4,-4,-4,2,81,1,483,-4,1
7318,10,2,1,-4,-4,400,0,1,0,-4,-4,-4,-4,6,81,1,400,-4,0
7319,10,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
7320,10,2,1,310,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7321,10,2,1,333,-4,1000,0,1,0,-4,-4,-4,-4,2,82,1,1000,-4,1
7322,13,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7323,13,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7324,13,2,2,-4,-4,375,0,0,-4,-4,-4,-4,-4,3,81,1,375,-4,0
7325,13,2,2,-4,-4,335,1,1,0,-4,-4,-4,-4,8,81,1,335,-4,0
7326,10,2,1,-4,-4,385,0,1,0,-4,-4,-4,-4,11,81,1,385,-4,1
7327,12,3,2,-4,439,639,1,1,0,-4,-4,-4,-4,6,81,1,639,523,1
7328,12,3,2,100,320,360,1,0,-4,-4,-4,-4,-4,5,81,1,360,-4,1
7329,9,3,1,-4,300,380,0,0,-4,-4,-4,-4,-4,2,81,1,380,-4,1
7330,12,3,2,541,-4,523,1,1,0,-4,-4,-4,-4,3,81,1,523,-4,1
7331,12,3,2,550,750,700,1,1,0,-4,-4,-4,-4,2,81,1,700,-4,1
7332,11,1,1,525,-4,575,0,1,1,6,425,1,1,8,81,1,575,-4,1
7333,9,3,1,-4,383,465,0,1,0,-4,-4,-4,-4,8,81,1,465,383,0
7334,9,3,1,347,-4,450,0,1,1,1,90000,5,8,6,81,1,450,-4,0
7335,10,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7336,10,2,1,-4,-4,671,0,1,0,-4,-4,-4,-4,2,81,1,671,-4,1
7337,13,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7338,12,3,2,310,388,436,1,1,0,-4,-4,-4,-4,2,81,1,436,-4,1
7339,12,3,2,-4,604,737,1,1,0,-4,-4,-4,-4,2,81,1,737,-4,1
7340,11,1,1,-4,335,92,0,1,1,1,-4,-2,3,9,81,1,92,-4,1
7341,12,3,2,-4,-4,335,0,1,1,1,335,1,10,8,81,1,335,-4,0
7342,9,3,1,400,450,600,0,1,0,-4,-4,-4,-4,3,81,1,600,-4,1
7343,9,3,1,320,388,604,0,1,1,3,120000,5,1,5,81,1,604,-4,1
7344,12,3,2,315,340,335,1,0,-4,-4,-4,-4,-4,5,81,0,-4,-4,1
7345,12,3,2,286,386,380,1,1,0,-4,-4,-4,-4,2,81,1,380,-4,1
7346,12,3,2,377,523,610,1,1,0,-4,-4,-4,-4,2,81,1,610,-4,1
7347,9,3,1,432,568,475,1,0,-4,-4,-4,-4,-4,2,81,1,475,-4,0
7348,12,3,2,-4,121,250,0,1,0,-4,-4,-4,-4,12,81,1,250,335,0
7349,9,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7350,12,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7351,12,3,2,-4,335,490,0,1,0,-4,-4,-4,-4,2,81,1,490,-4,1
7352,12,3,2,-4,375,425,0,1,0,-4,-4,-4,-4,3,81,1,425,-4,1
7353,9,3,1,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7354,9,3,1,-4,333,214,0,1,-3,-3,-3,-3,-3,2,81,1,214,-4,1
7355,12,3,2,310,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7356,12,3,2,-5,450,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7357,12,3,2,475,523,500,0,1,1,2,35000,4,8,3,81,1,500,-4,1
7358,12,3,2,75,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7359,12,3,2,315,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7360,13,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7361,14,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7362,9,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7363,9,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7364,9,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7365,9,3,1,310,400,390,0,1,0,-4,-4,-4,-4,2,81,1,390,-4,1
7366,9,3,1,310,280,-4,0,1,0,-4,-4,-4,-4,1,82,1,-4,335,1
7367,12,3,2,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7368,13,2,2,290,335,335,0,0,-4,-4,-4,-4,-4,3,81,1,335,-4,1
7369,10,2,1,348,-4,425,0,0,-4,-4,-4,-4,-4,5,81,1,425,-4,0
7370,10,2,1,310,310,335,0,0,-4,-4,-4,-4,-4,1,81,1,335,-4,0
7371,13,2,2,-4,-4,136,0,1,0,-4,-4,-4,-4,2,81,1,136,-4,0
7372,10,2,1,250,335,260,1,0,-4,-4,-4,-4,-4,1,81,1,260,-4,1
7373,10,2,1,250,454,350,1,1,0,-4,-4,-4,-4,11,81,1,350,494,0
7374,12,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7375,12,3,2,-4,275,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7376,12,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7377,13,2,2,416,562,500,0,1,0,-4,-4,-4,-4,2,81,1,500,-4,1
7378,13,2,2,464,509,555,0,1,0,-4,-4,-4,-4,3,81,1,555,-4,1
7379,10,2,1,497,310,339,0,1,0,-4,-4,-4,-4,2,81,1,339,-4,1
7380,10,2,1,-4,293,335,0,1,0,-4,-4,-4,-4,10,81,1,335,-4,1
7381,10,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7382,13,2,2,-4,410,556,1,1,0,-4,-4,-4,-4,6,81,1,556,-4,1
7383,13,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7384,10,2,1,558,-4,550,1,0,-4,-4,-4,-4,-4,7,81,1,550,400,0
7385,10,2,1,-4,214,-4,0,0,-4,-4,-4,-4,-4,2,81,1,-4,-4,1
7386,10,2,1,310,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7387,10,2,1,-5,300,340,1,0,-4,-4,-4,-4,-4,3,81,1,340,-4,1
7388,13,2,2,-4,-4,345,1,1,0,-4,-4,-4,-4,8,81,1,345,-4,1
7389,13,2,2,-4,-4,325,0,0,-4,-4,-4,-4,-4,9,81,1,325,-4,0
7390,13,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7391,13,2,2,490,418,430,0,0,-4,-4,-4,-4,-4,3,81,1,430,-4,1
7392,13,2,2,445,532,502,0,1,0,-4,-4,-4,-4,3,81,1,502,-4,1
7393,13,2,2,290,290,-4,0,0,-4,-4,-4,-4,-4,3,81,1,-4,-4,1
7394,13,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7395,13,2,2,-4,-4,64,0,1,0,-4,-4,-4,-4,8,81,1,64,-4,0
7396,13,2,2,-4,-4,741,0,1,0,-4,-4,-4,-4,2,82,1,741,-4,0
7397,13,2,2,-4,-4,726,0,1,1,2,1300000,6,1,7,81,1,726,-4,1
7398,13,2,2,-4,504,400,1,0,-4,-4,-4,-4,-4,4,81,1,400,480,1
7399,10,2,1,-4,335,335,0,1,0,-4,-4,-4,-4,3,81,1,335,-4,0
7400,10,2,1,312,-4,400,0,1,0,-4,-4,-4,-4,10,81,1,400,-4,1
7401,10,2,1,320,335,400,0,0,-4,-4,-4,-4,-4,8,81,1,400,-4,1
7402,10,2,1,-4,225,-4,0,1,0,-4,-4,-4,-4,2,81,1,-4,-4,0
7403,13,2,2,668,370,227,0,1,0,-4,-4,-4,-4,2,81,1,227,-4,1
7404,10,2,1,690,-4,450,0,1,0,-4,-4,-4,-4,2,81,1,450,-4,1
7405,13,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7406,9,3,1,-4,335,-4,-4,-4,-4,-4,-4,-4,-4,3,81,0,335,-4,1
7407,12,3,2,337,-4,375,0,1,1,2,260,1,1,5,81,1,375,-4,1
7408,12,3,2,272,335,100,0,0,-4,-4,-4,-4,-4,1,82,1,100,340,0
7409,12,3,2,340,425,430,1,1,0,-4,-4,-4,-4,3,81,1,430,-4,0
7410,13,2,2,352,447,555,1,0,-4,-4,-4,-4,-4,3,81,1,555,-4,1
7411,10,2,1,614,550,737,0,1,0,-4,-4,-4,-4,10,81,1,737,717,1
7412,11,1,1,-4,-4,335,1,1,0,-4,-4,-4,-4,11,81,1,335,428,1
7413,11,1,1,-4,242,850,0,1,0,-4,-4,-4,-4,10,81,1,850,549,0
7414,12,3,2,-4,355,415,0,1,0,-4,-4,-4,-4,3,81,1,415,-4,1
7415,12,3,2,362,-4,335,0,1,0,-4,-4,-4,-4,3,81,1,335,-4,0
7416,12,3,2,200,-4,335,0,1,0,-4,-4,-4,-4,1,82,1,335,-4,0
7417,11,1,1,310,360,537,1,1,0,-4,-4,-4,-4,9,81,1,537,480,1
7418,14,1,2,-4,365,385,0,1,1,1,-4,7,6,2,81,1,385,-4,1
7419,9,3,1,-4,186,365,0,1,0,-4,-4,-4,-4,10,81,1,365,-4,0
7420,12,3,2,324,450,555,0,1,0,-4,-4,-4,-4,3,81,1,555,-4,1
7421,14,1,2,200,349,450,1,0,-4,-4,-4,-4,-4,3,81,1,450,-4,1
7422,14,1,2,310,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7423,14,1,2,150,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,81,1,-4,-4,0
7424,11,1,1,335,500,770,1,1,0,-4,-4,-4,-4,3,82,1,770,475,1
7425,9,3,1,281,295,550,1,1,1,2,450,1,3,2,82,1,550,450,1
7426,14,1,2,410,790,850,1,1,1,2,675,1,1,3,81,1,850,-4,1
7427,11,1,1,385,505,560,0,1,0,-4,-4,-4,-4,3,81,1,560,-4,1
7428,14,1,2,-4,312,-4,1,0,-4,-4,-4,-4,-4,3,81,1,-4,-4,1
7429,9,3,1,500,533,500,-3,-3,-3,-3,-3,-3,-3,4,81,1,500,-4,1
7430,14,1,2,310,390,447,0,1,0,-4,-4,-4,-4,3,81,1,447,-4,1
7431,9,3,1,-4,340,350,0,1,0,-4,-4,-4,-4,3,81,1,350,340,1
7432,13,2,2,310,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7433,13,2,2,310,-4,-4,0,1,1,1,2500,3,1,8,81,1,-4,-4,0
7434,10,2,1,-4,335,300,0,0,-4,-4,-4,-4,-4,3,81,1,300,525,1
7435,13,2,2,350,345,437,-3,-3,-3,-3,-3,-3,-3,1,82,1,437,-4,0
7436,13,2,2,-4,401,475,1,1,0,-4,-4,-4,-4,2,81,1,475,-4,0
7437,13,2,2,-4,335,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7438,13,2,2,315,425,555,1,1,0,-4,-4,-4,-4,2,81,1,555,-4,1
7439,13,2,2,363,310,445,1,1,0,-4,-4,-4,-4,2,81,1,445,-4,1
7440,13,2,2,333,272,335,1,0,-4,-4,-4,-4,-4,2,81,0,-4,335,1
7441,13,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7442,13,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7443,13,2,2,410,337,457,0,1,1,1,-4,-2,3,3,81,1,457,-4,1
7444,10,2,1,500,-4,375,0,1,0,-4,-4,-4,-4,10,81,1,375,450,1
7445,13,2,2,100,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7446,13,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7447,13,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7448,13,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7449,13,2,2,-4,-4,350,0,1,0,-4,-4,-4,-4,2,82,1,350,-4,1
7450,12,3,2,2100,335,335,0,1,0,-4,-4,-4,-4,3,81,1,335,-4,0
7451,13,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7452,12,3,2,-4,462,425,0,1,1,1,335,1,3,9,81,1,425,-4,1
7453,12,3,2,-4,-4,-4,0,0,-4,-4,-4,-4,-4,7,81,1,-4,-4,0
7454,10,2,1,320,562,654,1,1,1,2,1650000,6,10,8,81,1,654,576,1
7455,13,2,2,-5,-5,83,0,1,0,-4,-4,-4,-4,9,80,1,83,-4,0
7456,10,2,1,416,-4,458,1,0,-4,-4,-4,-4,-4,2,81,1,458,-4,1
7457,10,2,1,333,75,350,0,1,0,-4,-4,-4,-4,8,81,1,350,333,1
7458,13,2,2,320,-4,492,0,0,-4,-4,-4,-4,-4,3,81,1,492,-4,1
7459,13,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7460,13,2,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7461,10,2,1,-4,350,307,0,0,-4,-4,-4,-4,-4,2,81,1,307,-4,0
7462,13,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7463,10,2,1,-4,-4,350,0,1,0,-4,-4,-4,-4,7,81,1,350,-4,0
7464,13,2,2,-4,-4,-4,0,1,0,-4,-4,-4,-4,9,81,1,-4,-4,0
7465,10,2,1,-4,434,500,0,1,0,-4,-4,-4,-4,1,81,1,500,-4,0
7466,10,2,1,-4,-4,200,0,0,-4,-4,-4,-4,-4,6,81,1,200,-4,0
7467,10,2,1,376,448,502,-3,-3,-3,-3,-3,-3,-3,2,81,1,502,-4,1
7468,13,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7469,10,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7470,13,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
7471,11,1,1,-4,425,335,1,1,1,2,335,1,2,11,81,1,335,-4,1
7472,11,1,1,33,427,500,1,1,0,-4,-4,-4,-4,3,81,1,500,-4,1
7473,11,1,1,310,-4,375,0,1,0,-4,-4,-4,-4,4,81,1,375,-4,1
7474,10,2,1,600,587,865,1,1,1,2,285,1,6,3,81,1,865,-4,1
7475,13,2,2,286,-4,361,0,1,0,-4,-4,-4,-4,6,81,0,335,361,0
7476,13,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7477,13,2,2,380,447,243,1,1,1,3,335,1,3,12,81,1,243,433,1
7478,13,2,2,266,-4,607,0,1,0,-4,-4,-4,-4,5,81,1,607,-4,1
7479,13,2,2,-4,296,345,0,1,0,-4,-4,-4,-4,11,81,1,345,-4,1
7480,13,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7481,13,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
7482,10,2,1,-4,-4,493,0,1,0,-4,-4,-4,-4,2,81,1,493,-4,1
7483,10,2,1,-4,400,-4,0,1,1,1,-4,7,9,11,81,1,-4,-4,1
7484,10,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7485,13,2,2,-4,-4,250,-3,-3,-3,-3,-3,-3,-3,3,81,1,250,-4,0
7486,10,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
7487,10,2,1,-4,341,359,0,1,1,1,375,1,1,4,81,1,359,-4,0
7488,10,2,1,-4,335,460,1,1,1,1,-4,-2,7,11,81,1,460,-4,1
7489,13,2,2,-4,-4,335,0,1,1,2,335,1,7,3,82,1,335,350,1
7490,13,2,2,-4,-4,-4,1,1,0,-4,-4,-4,-4,12,81,1,-4,-4,1
7491,10,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7492,13,2,2,-4,666,335,1,1,0,-4,-4,-4,-4,3,82,1,335,-4,1
7493,13,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7494,13,2,2,333,363,450,0,1,0,-4,-4,-4,-4,4,81,1,450,-4,0
7495,10,2,1,-4,325,350,0,1,0,-4,-4,-4,-4,5,81,1,350,-4,1
7496,13,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7497,13,2,2,-4,835,335,-3,-3,-3,-3,-3,-3,-3,3,81,1,335,-4,0
7498,13,2,2,325,450,432,1,1,0,-4,-4,-4,-4,3,81,1,432,-4,1
7499,10,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7500,13,2,2,-4,455,500,0,1,0,-4,-4,-4,-4,3,81,1,500,-4,0
7501,13,2,2,-4,-4,322,0,0,-4,-4,-4,-4,-4,9,81,1,322,-4,0
7502,10,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
7503,13,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7504,13,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7505,10,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
7506,13,2,2,310,300,400,0,1,0,-4,-4,-4,-4,3,81,1,400,-4,0
7507,10,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
7508,13,2,2,-4,294,400,0,1,0,-4,-4,-4,-4,3,81,1,400,-4,0
7509,10,2,1,566,385,850,0,1,0,-4,-4,-4,-4,3,81,1,850,-4,1
7510,13,2,2,276,321,320,1,1,0,-4,-4,-4,-4,3,81,1,320,-4,1
7511,10,2,1,550,-4,583,0,1,0,-4,-4,-4,-4,5,82,1,583,375,1
7512,10,2,1,-4,375,457,1,1,0,-4,-4,-4,-4,1,82,1,457,400,1
7513,13,2,2,-4,-4,154,0,1,0,-4,-4,-4,-4,9,81,1,154,-4,1
7514,13,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7515,13,2,2,-4,335,-4,0,1,0,-4,-4,-4,-4,12,81,1,-4,-4,1
7516,10,2,1,2000,2375,875,0,0,-4,-4,-4,-4,-4,3,81,1,875,-4,1
7517,10,2,1,-4,590,324,0,1,0,-4,-4,-4,-4,3,82,1,324,-4,1
7518,13,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-3
7519,10,2,1,-4,360,-4,-3,-3,-3,-3,-3,-3,-3,3,81,1,-4,-4,0
7520,13,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-3
7521,10,2,1,450,-4,360,0,1,0,-4,-4,-4,-4,4,81,1,360,-4,1
7522,10,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
7523,10,2,1,-4,335,335,0,1,1,1,335,1,8,3,81,1,335,-4,1
7524,13,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7525,13,2,2,310,-4,403,0,0,-4,-4,-4,-4,-4,2,82,1,403,-4,1
7526,10,2,1,-4,675,735,1,0,-4,-4,-4,-4,-4,6,81,1,735,-4,1
7527,13,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7528,9,3,1,310,400,426,1,1,1,2,335,1,6,12,81,1,426,466,1
7529,12,3,2,-4,80,138,0,1,0,-4,-4,-4,-4,1,82,1,138,-4,1
7530,12,3,2,-4,-4,131,0,1,0,-4,-4,-4,-4,11,81,1,131,-4,1
7531,14,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7532,12,3,2,430,410,394,0,1,1,3,320,1,1,2,81,1,394,-4,1
7533,14,1,2,-4,525,13,0,0,-4,-4,-4,-4,-4,3,81,1,13,-4,1
7534,11,1,1,-4,-4,-4,0,1,0,-4,-4,-4,-4,12,81,1,-4,-4,0
7535,14,1,2,-4,1266,1060,1,0,-4,-4,-4,-4,-4,6,81,1,1060,335,1
7536,12,3,2,350,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7537,12,3,2,362,551,625,0,1,0,-4,-4,-4,-4,2,81,1,625,-4,1
7538,12,3,2,541,657,712,1,1,0,-4,-4,-4,-4,2,81,1,712,-4,1
7539,11,1,1,310,367,490,1,0,-4,-4,-4,-4,-4,6,81,1,490,362,1
7540,11,1,1,375,-4,428,0,1,0,-4,-4,-4,-4,3,82,1,428,407,1
7541,11,1,1,390,1162,-4,1,1,1,4,-4,-2,1,9,81,1,-4,-4,1
7542,14,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7543,12,3,2,-4,-4,335,0,1,0,-4,-4,-4,-4,12,81,1,335,-4,0
7544,11,1,1,-4,-4,435,0,1,0,-4,-4,-4,-4,9,81,1,435,-4,1
7545,11,1,1,357,375,466,0,1,0,-4,-4,-4,-4,4,81,1,466,-4,1
7546,12,3,2,250,425,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7547,10,2,1,400,867,335,1,1,0,-4,-4,-4,-4,10,81,1,335,-4,0
7548,13,2,2,340,310,340,0,1,0,-4,-4,-4,-4,10,81,1,340,310,1
7549,10,2,1,250,400,340,0,1,0,-4,-4,-4,-4,2,81,1,340,-4,1
7550,13,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7551,13,2,2,-4,340,600,0,1,0,-4,-4,-4,-4,1,81,1,600,-4,0
7552,10,2,1,-4,681,177,0,0,-4,-4,-4,-4,-4,7,81,1,177,675,0
7553,14,1,2,335,227,410,0,0,-4,-4,-4,-4,-4,4,81,1,410,-4,1
7554,11,1,1,-4,335,335,0,1,1,1,-4,7,10,2,81,1,335,-4,0
7555,11,1,1,250,-4,400,0,0,-4,-4,-4,-4,-4,3,81,1,400,-4,1
7556,11,1,1,325,375,400,0,1,0,-4,-4,-4,-4,3,81,1,400,-4,1
7557,11,1,1,355,410,422,0,1,0,-4,-4,-4,-4,3,81,1,422,-4,1
7558,14,1,2,-4,1875,445,0,0,-4,-4,-4,-4,-4,1,82,1,445,1333,1
7559,11,1,1,193,320,350,0,1,0,-4,-4,-4,-4,2,82,1,350,-4,1
7560,14,1,2,-4,335,300,0,0,-4,-4,-4,-4,-4,11,81,1,300,350,1
7561,11,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7562,14,1,2,-5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7563,11,1,1,-4,345,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7564,11,1,1,300,-4,185,0,1,0,-4,-4,-4,-4,6,81,1,185,-4,0
