"R0000100","R0173600","R0214700","R0214800","R0263710","R0446810","R0702510","R0709400","R0709500","R0712100","R0712200","R0712300","R0712400","R0712500","R0833200","R0833400","R0840100","R0841010","R0854110","R0896711"
11903,8,1,2,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
11904,4,1,1,-5,500,500,0,1,0,-4,-4,-4,-4,4,81,1,500,-4,0
11905,5,3,2,310,335,250,0,1,0,-4,-4,-4,-4,3,81,1,250,-4,0
11906,5,3,2,562,700,700,1,1,0,-4,-4,-4,-4,3,81,1,700,-4,1
11907,1,3,1,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11908,1,3,1,416,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11909,5,3,2,-4,335,365,0,1,0,-4,-4,-4,-4,3,81,1,365,-4,1
11910,5,3,2,233,500,666,1,0,-4,-4,-4,-4,-4,3,81,1,666,-4,1
11911,1,3,1,-4,340,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
11912,5,3,2,310,300,350,0,1,0,-4,-4,-4,-4,3,81,1,350,335,0
11913,1,3,1,370,360,490,0,1,0,-4,-4,-4,-4,3,81,1,490,-4,1
11914,1,3,1,711,-4,458,0,1,0,-4,-4,-4,-4,10,81,1,458,535,0
11915,5,3,2,310,325,688,0,1,1,2,30000,3,10,11,81,1,688,600,1
11916,7,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
11917,1,3,1,855,975,961,1,1,0,-4,-4,-4,-4,3,81,1,961,-4,1
11918,5,3,2,310,450,550,0,1,0,-4,-4,-4,-4,3,81,1,550,-4,0
11919,5,3,2,-4,-4,335,0,1,0,-4,-4,-4,-4,4,81,1,335,-4,0
11920,1,3,1,300,400,400,1,0,-4,-4,-4,-4,-4,8,81,1,400,335,1
11921,1,3,1,-4,155,250,0,0,-4,-4,-4,-4,-4,7,81,1,250,-4,1
11922,8,1,2,310,316,600,1,1,0,-4,-4,-4,-4,1,82,1,600,-4,1
11923,5,3,2,-4,335,437,0,1,1,2,-4,-2,9,8,81,1,437,-4,1
11924,2,3,1,813,731,796,0,1,0,-4,-4,-4,-4,3,81,1,796,224,1
11925,2,3,1,384,491,733,1,1,0,-4,-4,-4,-4,4,81,1,733,-4,1
11926,2,3,1,50,335,200,0,0,-4,-4,-4,-4,-4,3,81,1,200,-4,1
11927,5,3,2,242,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
11928,1,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
11929,5,3,2,300,192,335,0,1,0,-4,-4,-4,-4,3,81,1,335,-4,1
11930,6,3,2,-4,-4,416,0,1,0,-4,-4,-4,-4,10,81,1,416,-4,1
11931,7,2,2,364,417,566,1,0,-4,-4,-4,-4,-4,12,81,1,566,394,1
11932,7,2,2,450,-4,375,1,1,0,-4,-4,-4,-4,9,81,1,375,228,1
11933,7,2,2,-4,-4,50,0,0,-4,-4,-4,-4,-4,2,82,1,50,-4,1
11934,3,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
11935,7,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
11936,3,2,1,-4,813,872,1,0,-4,-4,-4,-4,-4,5,81,1,872,-4,1
11937,3,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
11938,3,2,1,800,1000,900,0,0,-4,-4,-4,-4,-4,9,81,1,900,1300,1
11939,2,3,1,-4,-4,435,0,1,0,-4,-4,-4,-4,9,81,1,435,-4,1
11940,5,3,2,334,335,100,0,0,-4,-4,-4,-4,-4,1,82,1,100,343,1
11941,1,3,1,-4,-4,314,0,1,0,-4,-4,-4,-4,6,81,1,314,-4,0
11942,1,3,1,-4,355,495,0,1,0,-4,-4,-4,-4,3,81,1,495,-4,1
11943,6,3,2,-5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11944,8,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
11945,4,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
11946,4,1,1,310,-4,-4,0,1,0,-4,-4,-4,-4,-3,-3,1,-4,335,0
11947,4,1,1,-4,340,335,0,1,0,-4,-4,-4,-4,11,81,1,335,-4,0
11948,8,1,2,-4,451,452,0,1,0,-4,-4,-4,-4,3,81,1,452,-4,1
11949,5,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
11950,7,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
11951,7,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
11952,3,2,1,-4,-4,400,0,1,0,-4,-4,-4,-4,11,81,1,400,-4,0
11953,5,3,2,620,306,335,0,1,0,-4,-4,-4,-4,3,81,1,335,-4,1
11954,1,3,1,-4,335,500,1,0,-4,-4,-4,-4,-4,5,81,1,500,-4,0
11955,5,3,2,159,387,395,0,1,1,6,475,1,6,5,81,1,395,-4,1
11956,1,3,1,-4,360,435,0,0,-4,-4,-4,-4,-4,4,81,1,435,-4,1
11957,1,3,1,350,322,348,0,1,0,-4,-4,-4,-4,4,81,1,348,-4,1
11958,5,3,2,-4,-4,363,0,1,0,-4,-4,-4,-4,11,81,1,363,-4,1
11959,5,3,2,642,714,800,1,1,0,-4,-4,-4,-4,3,81,1,800,-4,1
11960,3,2,1,290,-4,333,0,1,0,-4,-4,-4,-4,3,82,1,333,-4,1
11961,7,2,2,-4,-4,392,0,0,-4,-4,-4,-4,-4,7,81,1,392,-4,0
11962,5,3,2,-4,-4,350,0,1,0,-4,-4,-4,-4,10,81,1,350,462,1
11963,1,3,1,-4,-4,500,0,1,0,-4,-4,-4,-4,8,81,1,500,-4,0
11964,1,3,1,-4,450,500,0,1,1,2,350,1,10,6,81,1,500,-4,1
11965,1,3,1,-4,-4,250,0,1,0,-4,-4,-4,-4,1,82,1,250,450,0
11966,5,3,2,-4,-4,335,0,1,0,-4,-4,-4,-4,1,82,1,335,-4,1
11967,5,3,2,-4,250,281,0,0,-4,-4,-4,-4,-4,3,81,1,281,-4,0
11968,7,2,2,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11969,3,2,1,375,350,450,0,1,0,-4,-4,-4,-4,4,81,1,450,-4,1
11970,8,1,2,-4,1200,375,1,1,0,-4,-4,-4,-4,4,81,1,375,-4,0
11971,4,1,1,316,1133,1125,0,0,-4,-4,-4,-4,-4,1,82,1,1125,-4,1
11972,4,1,1,300,335,325,0,1,0,-4,-4,-4,-4,3,81,1,325,-4,0
11973,1,3,1,437,480,1037,1,1,0,-4,-4,-4,-4,9,81,1,1037,575,1
11974,8,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
11975,8,1,2,-4,312,437,0,1,0,-4,-4,-4,-4,10,81,1,437,247,1
11976,4,1,1,125,287,468,1,1,1,3,22500,3,6,1,82,1,468,160,1
11977,4,1,1,500,450,666,1,1,0,-4,-4,-4,-4,3,81,1,666,-4,1
11978,4,1,1,365,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
11979,8,1,2,310,375,375,0,1,0,-4,-4,-4,-4,4,81,1,375,-4,0
11980,8,1,2,375,427,425,0,1,1,1,335,1,5,4,81,1,425,-4,1
11981,8,1,2,-4,-5,335,0,1,0,-4,-4,-4,-4,8,81,1,335,-4,0
11982,4,1,1,325,-5,750,1,1,0,-4,-4,-4,-4,9,81,1,750,1000,1
11983,4,1,1,300,-5,-4,1,1,0,-4,-4,-4,-4,9,81,1,-4,657,1
11984,1,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
11985,1,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
11986,5,3,2,-5,-5,335,0,0,-4,-4,-4,-4,-4,9,80,1,335,-4,1
11987,5,3,2,310,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
11988,5,3,2,400,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11989,5,3,2,400,350,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11990,1,3,1,812,769,1634,1,1,0,-4,-4,-4,-4,8,81,1,1634,1057,1
11991,7,2,2,-4,425,500,0,0,-4,-4,-4,-4,-4,3,81,1,500,-4,1
11992,3,2,1,-4,-4,335,0,1,0,-4,-4,-4,-4,10,81,1,335,-4,1
11993,7,2,2,375,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
11994,1,3,1,-4,300,416,0,1,0,-4,-4,-4,-4,11,81,1,416,-4,1
11995,5,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
11996,5,3,2,500,-4,523,0,1,1,2,335,1,10,6,81,1,523,-4,1
11997,1,3,1,-4,-4,-4,0,0,-4,-4,-4,-4,-4,4,81,1,-4,281,1
11998,1,3,1,800,400,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
11999,5,3,2,-4,-4,1200,0,1,1,1,1500000,6,10,9,81,1,1200,-4,1
12000,5,3,2,383,456,546,1,1,0,-4,-4,-4,-4,3,81,1,546,-4,1
12001,5,3,2,240,444,319,1,1,0,-4,-4,-4,-4,3,81,1,319,333,1
12002,1,3,1,-4,333,350,1,1,0,-4,-4,-4,-4,1,82,1,350,350,1
12003,5,3,2,265,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
12004,5,3,2,171,102,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
12005,7,2,2,310,409,312,0,1,0,-4,-4,-4,-4,1,82,1,312,-4,0
12006,1,3,1,-4,-4,350,0,1,1,1,400,1,2,7,81,1,350,-4,0
12007,3,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
12008,1,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
12009,1,3,1,-4,-4,750,0,0,-4,-4,-4,-4,-4,6,81,1,750,-4,0
12010,4,1,1,208,400,400,0,0,-4,-4,-4,-4,-4,3,81,1,400,-4,0
12011,1,3,1,-4,516,375,0,1,0,-4,-4,-4,-4,8,81,1,375,340,0
12012,1,3,1,265,595,625,1,1,0,-4,-4,-4,-4,3,81,1,625,-4,1
12013,1,3,1,483,335,750,0,1,0,-4,-4,-4,-4,4,81,1,750,-4,1
12014,1,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
12015,5,3,2,310,335,335,0,0,-4,-4,-4,-4,-4,3,81,1,335,-4,1
12016,1,3,1,690,1367,897,1,1,1,1,2000000,6,10,3,81,0,-4,897,1
12017,6,3,2,-4,268,334,0,0,-4,-4,-4,-4,-4,3,81,1,334,-4,0
12018,5,3,2,537,556,622,1,1,1,1,-4,-2,1,3,81,1,622,-4,1
12019,1,3,1,-4,-4,500,1,1,0,-4,-4,-4,-4,12,81,1,500,335,1
12020,5,3,2,315,340,375,0,1,0,-4,-4,-4,-4,3,81,1,375,375,1
12021,5,3,2,-4,-4,625,0,1,0,-4,-4,-4,-4,11,81,0,-4,625,1
12022,5,3,2,432,701,788,0,1,0,-4,-4,-4,-4,3,81,1,788,-4,1
12023,1,3,1,-4,345,410,1,1,0,-4,-4,-4,-4,3,81,1,410,-4,1
12024,5,3,2,-5,367,-4,0,1,0,-4,-4,-4,-4,6,81,1,-4,-4,1
12025,5,3,2,-4,350,300,0,1,0,-4,-4,-4,-4,6,81,1,300,-4,0
12026,1,3,1,428,-4,485,1,1,1,1,290,1,9,6,81,1,485,-4,0
12027,5,3,2,345,475,540,0,0,-4,-4,-4,-4,-4,4,81,1,540,-4,1
12028,5,3,2,245,310,350,0,1,1,1,350,1,6,9,81,1,350,335,1
12029,5,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
12030,5,3,2,350,390,441,0,1,0,-4,-4,-4,-4,5,81,1,441,-4,1
12031,1,3,1,250,500,800,0,0,-4,-4,-4,-4,-4,5,81,1,800,-4,1
12032,5,3,2,-4,-4,335,0,1,0,-4,-4,-4,-4,6,81,1,335,-4,0
12033,1,3,1,310,588,769,1,1,1,1,525,1,10,5,81,1,769,-4,1
12034,5,3,2,-4,-4,-4,0,1,1,1,201,1,6,7,81,1,-4,-4,0
12035,5,3,2,421,512,537,0,1,0,-4,-4,-4,-4,3,81,1,537,-4,1
12036,6,3,2,370,465,674,0,1,1,1,70000,5,1,11,81,1,674,465,1
12037,5,3,2,-4,-4,250,0,0,-4,-4,-4,-4,-4,3,81,1,250,-4,1
12038,5,3,2,-4,-4,260,0,1,0,-4,-4,-4,-4,9,81,1,260,-4,1
12039,2,3,1,-4,427,507,1,1,1,3,425,1,3,3,81,1,507,-4,1
12040,2,3,1,-4,-4,335,0,1,0,-4,-4,-4,-4,3,81,1,335,-4,1
12041,1,3,1,-4,400,500,0,1,0,-4,-4,-4,-4,5,81,1,500,-4,1
12042,5,3,2,335,335,463,1,1,0,-4,-4,-4,-4,6,81,1,463,-4,1
12043,1,3,1,500,732,468,0,1,0,-4,-4,-4,-4,6,81,1,468,400,0
12044,1,3,1,-4,400,335,0,1,0,-4,-4,-4,-4,5,81,1,335,400,0
12045,1,3,1,606,352,510,0,0,-4,-4,-4,-4,-4,3,81,1,510,360,1
12046,5,3,2,389,420,523,0,1,0,-4,-4,-4,-4,7,81,1,523,425,1
12047,5,3,2,-4,-4,335,0,1,0,-4,-4,-4,-4,3,81,1,335,-4,1
12048,5,3,2,-4,345,335,0,1,0,-4,-4,-4,-4,10,81,1,335,-4,0
12049,5,3,2,-4,-4,400,0,0,-4,-4,-4,-4,-4,10,81,1,400,-4,1
12050,3,2,1,583,503,345,0,1,0,-4,-4,-4,-4,10,81,1,345,335,0
12051,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12052,7,2,2,348,479,-4,1,1,0,-4,-4,-4,-4,3,81,1,-4,-4,0
12053,3,2,1,300,350,350,0,1,0,-4,-4,-4,-4,3,81,1,350,-4,1
12054,5,3,2,387,611,200,1,1,1,5,450,1,10,2,82,1,200,475,1
12055,1,3,1,650,500,650,0,1,0,-4,-4,-4,-4,4,81,1,650,-4,1
12056,1,3,1,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,81,0,658,-4,1
12057,5,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
12058,5,3,2,260,425,400,1,1,0,-4,-4,-4,-4,2,82,1,400,385,1
12059,2,3,1,-4,400,793,1,1,1,2,1700000,6,10,7,81,1,793,-4,1
12060,1,3,1,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12061,5,3,2,-4,-4,700,1,1,1,1,335,1,5,2,82,1,700,-4,0
12062,8,1,2,385,-4,323,0,0,-4,-4,-4,-4,-4,8,81,1,323,-4,0
12063,5,3,2,-4,-4,400,0,0,-4,-4,-4,-4,-4,10,81,1,400,500,0
12064,1,3,1,-4,165,116,0,0,-4,-4,-4,-4,-4,4,81,1,116,-4,0
12065,1,3,1,-4,275,900,0,1,0,-4,-4,-4,-4,3,81,1,900,-4,1
12066,6,3,2,332,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
12067,1,3,1,-4,335,400,0,1,1,2,50000,5,6,6,81,0,-4,400,0
12068,4,1,1,400,-4,400,1,1,0,-4,-4,-4,-4,11,81,1,400,-4,1
12069,1,3,1,-4,-4,581,0,0,-4,-4,-4,-4,-4,11,81,1,581,-4,0
12070,5,3,2,530,830,963,1,1,0,-4,-4,-4,-4,4,81,1,963,-4,1
12071,1,3,1,-4,-4,550,0,0,-4,-4,-4,-4,-4,4,81,1,550,-4,0
12072,1,3,1,555,1000,833,1,0,-4,-4,-4,-4,-4,2,82,1,833,857,1
12073,5,3,2,-4,528,564,0,1,0,-4,-4,-4,-4,3,81,1,564,-4,1
12074,1,3,1,-4,-4,350,0,1,0,-4,-4,-4,-4,10,81,1,350,-4,1
12075,1,3,1,375,-4,375,0,1,0,-4,-4,-4,-4,5,81,1,375,-4,0
12076,5,3,2,-4,714,1500,1,0,-4,-4,-4,-4,-4,3,81,1,1500,-4,1
12077,1,3,1,-4,335,437,1,0,-4,-4,-4,-4,-4,3,81,1,437,-4,1
12078,5,3,2,320,223,700,0,0,-4,-4,-4,-4,-4,6,81,1,700,-4,0
12079,1,3,1,500,535,535,0,0,-4,-4,-4,-4,-4,4,81,1,535,-4,1
12080,1,3,1,525,-4,972,0,1,0,-4,-4,-4,-4,6,81,1,972,335,0
12081,1,3,1,-4,-4,335,0,1,0,-4,-4,-4,-4,9,81,1,335,-4,0
12082,1,3,1,500,600,625,0,1,1,1,-4,-2,9,3,81,1,625,-4,1
12083,5,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
12084,2,3,1,375,136,350,0,1,0,-4,-4,-4,-4,3,81,1,350,-4,0
12085,6,3,2,310,314,166,0,0,-4,-4,-4,-4,-4,3,81,1,166,-4,0
12086,5,3,2,350,287,366,0,1,0,-4,-4,-4,-4,3,81,1,366,-4,1
12087,6,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
12088,1,3,1,330,355,325,0,1,0,-4,-4,-4,-4,9,81,1,325,105,1
12089,1,3,1,-4,354,354,1,0,-4,-4,-4,-4,-4,3,81,1,354,-4,1
12090,2,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
12091,2,3,1,-4,375,450,0,1,0,-4,-4,-4,-4,2,81,1,450,-4,1
12092,5,3,2,340,377,418,1,0,-4,-4,-4,-4,-4,3,81,1,418,-4,1
12093,1,3,1,225,250,225,0,0,-4,-4,-4,-4,-4,3,81,1,225,-4,1
12094,5,3,2,225,-4,345,0,1,0,-4,-4,-4,-4,2,82,1,345,-4,1
12095,1,3,1,-4,300,-4,1,1,0,-4,-4,-4,-4,10,81,1,-4,657,1
12096,5,3,2,-4,335,475,1,1,0,-4,-4,-4,-4,3,81,1,475,-4,1
12097,5,3,2,-4,129,190,0,0,-4,-4,-4,-4,-4,3,81,1,190,-4,1
12098,8,1,2,296,240,400,0,1,1,1,350,1,1,7,81,1,400,475,1
12099,5,3,2,100,125,600,0,0,-4,-4,-4,-4,-4,3,81,1,600,-4,1
12100,1,3,1,-4,345,400,0,1,1,1,400,1,6,10,81,1,400,-4,1
12101,1,3,1,-4,609,430,0,1,0,-4,-4,-4,-4,6,81,1,430,-4,0
12102,4,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
12103,4,1,1,-4,400,360,0,1,0,-4,-4,-4,-4,2,82,1,360,-4,1
12104,5,3,2,511,348,377,0,1,1,2,-4,-2,9,3,81,1,377,-4,1
12105,1,3,1,-5,-4,1200,0,1,0,-4,-4,-4,-4,11,81,1,1200,-4,1
12106,1,3,1,-4,-4,325,0,1,0,-4,-4,-4,-4,3,82,1,325,-4,1
12107,1,3,1,375,400,576,0,0,-4,-4,-4,-4,-4,4,81,1,576,-4,1
12108,5,3,2,310,334,365,0,0,-4,-4,-4,-4,-4,3,81,1,365,-4,0
12109,1,3,1,-4,-4,335,1,1,0,-4,-4,-4,-4,7,81,1,335,-4,0
12110,1,3,1,-4,350,350,0,1,0,-4,-4,-4,-4,3,81,1,350,-4,0
12111,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12112,1,3,1,-4,-4,335,0,1,0,-4,-4,-4,-4,8,81,1,335,-4,1
12113,5,3,2,-4,300,611,1,1,0,-4,-4,-4,-4,3,81,1,611,-4,1
12114,1,3,1,400,380,608,1,1,0,-4,-4,-4,-4,3,81,1,608,-4,1
12115,5,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
12116,1,3,1,-4,-4,285,0,1,0,-4,-4,-4,-4,6,81,1,285,-4,0
12117,5,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
12118,6,3,2,-4,350,350,0,1,0,-4,-4,-4,-4,11,81,1,350,335,1
12119,2,3,1,-4,598,625,0,1,1,1,130000,6,1,3,81,1,625,-4,1
12120,5,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
12121,5,3,2,430,430,387,0,1,0,-4,-4,-4,-4,11,81,1,387,400,1
12122,1,3,1,349,269,363,0,1,1,5,15000,3,1,2,82,1,363,269,1
12123,5,3,2,-4,-4,335,0,1,0,-4,-4,-4,-4,8,81,1,335,-4,1
12124,3,2,1,310,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
12125,3,2,1,250,325,350,0,1,0,-4,-4,-4,-4,3,81,1,350,-4,1
12126,7,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
12127,1,3,1,322,350,425,0,1,0,-4,-4,-4,-4,1,82,1,425,347,1
12128,5,3,2,310,377,363,1,0,-4,-4,-4,-4,-4,3,81,1,363,-4,1
12129,3,2,1,320,335,335,0,1,0,-4,-4,-4,-4,3,81,1,335,-4,0
12130,7,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
12131,3,2,1,-4,-4,335,0,1,0,-4,-4,-4,-4,7,81,1,335,-4,1
12132,3,2,1,385,248,360,1,1,0,-4,-4,-4,-4,2,81,1,360,-4,1
12133,3,2,1,310,-4,-4,-4,-4,-4,-4,-4,-4,-4,7,81,1,369,-4,0
12134,1,3,1,370,335,457,0,1,0,-4,-4,-4,-4,7,81,1,457,335,0
12135,5,3,2,-4,306,365,0,1,0,-4,-4,-4,-4,3,81,1,365,-4,1
12136,5,3,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12137,5,3,2,335,300,377,0,1,0,-4,-4,-4,-4,2,81,1,377,-4,1
12138,5,3,2,375,178,195,0,1,1,1,-4,7,2,9,81,1,195,-4,0
12139,1,3,1,310,335,385,0,1,0,-4,-4,-4,-4,2,81,1,385,-4,1
12140,5,3,2,-4,469,536,1,1,0,-4,-4,-4,-4,3,81,1,536,486,1
12141,11,1,1,-4,-4,370,0,1,1,1,300,1,9,4,81,1,370,-4,1
12142,14,1,2,-4,-5,355,0,1,0,-4,-4,-4,-4,4,81,1,355,75,1
12143,11,1,1,310,335,335,0,0,-4,-4,-4,-4,-4,12,81,1,335,415,1
12144,11,1,1,310,335,83,1,1,0,-4,-4,-4,-4,7,81,1,83,620,1
12145,12,3,2,200,357,372,0,1,0,-4,-4,-4,-4,3,81,1,372,-4,1
12146,13,2,2,310,310,335,0,0,-4,-4,-4,-4,-4,3,81,1,335,-4,0
12147,13,2,2,-4,-4,51,0,1,0,-4,-4,-4,-4,6,81,1,51,-4,0
12148,13,2,2,-4,-4,335,0,1,0,-4,-4,-4,-4,6,81,1,335,-4,0
12149,13,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
12150,13,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
12151,10,2,1,-5,-5,385,0,1,0,-4,-4,-4,-4,6,81,1,385,-4,1
12152,10,2,1,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-3
12153,13,2,2,-4,813,937,1,1,1,1,1900000,6,1,3,82,1,937,793,1
12154,9,3,1,350,400,387,0,1,0,-4,-4,-4,-4,6,81,1,387,-4,1
12155,12,3,2,-4,300,601,0,1,0,-4,-4,-4,-4,7,81,1,601,325,0
12156,10,2,1,500,500,251,0,1,0,-4,-4,-4,-4,1,82,1,251,475,1
12157,10,2,1,-4,571,535,1,0,-4,-4,-4,-4,-4,3,81,1,535,-4,1
12158,10,2,1,33,357,483,0,0,-4,-4,-4,-4,-4,3,81,1,483,-4,1
12159,9,3,1,-4,-4,370,0,1,0,-4,-4,-4,-4,2,82,1,370,-4,1
12160,9,3,1,250,350,384,0,1,0,-4,-4,-4,-4,3,81,1,384,-4,1
12161,13,2,2,-4,376,412,0,1,0,-4,-4,-4,-4,3,81,1,412,400,1
12162,13,2,2,427,437,475,1,1,0,-4,-4,-4,-4,4,81,1,475,-4,1
12163,10,2,1,115,-4,285,0,0,-4,-4,-4,-4,-4,6,81,1,285,-4,0
12164,12,3,2,-4,375,325,0,0,-4,-4,-4,-4,-4,10,81,1,325,-4,0
12165,9,3,1,-5,350,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12166,12,3,2,244,350,333,0,1,0,-4,-4,-4,-4,3,81,1,333,-4,1
12167,12,3,2,310,331,255,0,0,-4,-4,-4,-4,-4,10,81,1,255,816,1
12168,12,3,2,325,-4,415,1,1,0,-4,-4,-4,-4,7,81,1,415,-4,1
12169,12,3,2,-4,-4,345,1,1,0,-4,-4,-4,-4,9,81,1,345,-4,1
12170,9,3,1,200,335,335,0,1,0,-4,-4,-4,-4,3,82,1,335,350,1
12171,10,2,1,620,373,335,0,1,0,-4,-4,-4,-4,8,81,1,335,373,0
12172,13,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
12173,9,3,1,385,-5,442,0,1,0,-4,-4,-4,-4,4,80,1,442,-4,1
12174,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12175,11,1,1,700,375,537,0,1,1,4,18500,3,2,4,81,1,537,-4,1
12176,14,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
12177,14,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
12178,11,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
12179,11,1,1,360,500,460,0,1,0,-4,-4,-4,-4,2,81,1,460,-4,1
12180,14,1,2,-4,-4,-4,0,0,-4,-4,-4,-4,-4,5,81,1,-4,-4,-3
12181,14,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
12182,11,1,1,600,714,875,1,1,1,4,25000,3,10,3,81,1,875,-4,1
12183,10,2,1,288,500,458,0,0,-4,-4,-4,-4,-4,3,81,1,458,-4,1
12184,10,2,1,-4,330,360,1,1,0,-4,-4,-4,-4,3,81,1,360,-4,1
12185,13,2,2,-4,-4,488,1,1,1,1,16000,3,1,9,81,1,488,-4,1
12186,10,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
12187,10,2,1,-4,500,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
12188,13,2,2,434,434,531,0,1,0,-4,-4,-4,-4,4,81,1,531,-4,1
